Weighted_Rating_x,Weighted_Rating_y,Colley_Rating_x,Teamrank_Rating_x,Teamrank10_Rating_x,Trank_OE_x,Trank_DE_x,Trank_Rating_x,EFG%_x,EFGD%_x,TOR_x,TORD_x,ORB_x,DRB_x,FTR_x,FTRD_x,2P%_x,2P%D_x,3P%_x,3P%D_x,Trank_Tempo_x,Kenpom_Tempo_x,Kenpom_OE_x,Kenpom_DE_x,Kenpom_Rating_x,seed_x,3ptRate_x,Ast%_x,FT%_x,Opp3ptRate_x,OppAst%_x,Colley_Rating_y,Teamrank_Rating_y,Teamrank10_Rating_y,Trank_OE_y,Trank_DE_y,Trank_Rating_y,EFG%_y,EFGD%_y,TOR_y,TORD_y,ORB_y,DRB_y,FTR_y,FTRD_y,2P%_y,2P%D_y,3P%_y,3P%D_y,Trank_Tempo_y,Kenpom_Tempo_y,Kenpom_OE_y,Kenpom_DE_y,Kenpom_Rating_y,seed_y,3ptRate_y,Ast%_y,FT%_y,Opp3ptRate_y,OppAst%_y,Upset,SeedDiff,WeightedRatingDiff,ColleyRatingDiff,TeamrankRatingDiff,TrankRatingDiff,KenpomRatingDiff,TrankAvgTempo,TrankTempoAbsDiff,TrankTempoDiff,KenpomAvgTempo,KenpomTempoAbsDiff,KenpomTempoDiff,xOffyDefKenpomDiff,yOffxDefKenpomDiff,xOffyDefKenpomAvg,yOffxDefKenpomAvg,xOffyDefTrankDiff,yOffxDefTrankDiff,xOffyDefTrankAvg,yOffxDefTrankAvg,xOffyDefTODiff,yOffxDefTODiff,xOffyDefTOAvg,yOffxDefTOAvg,xOffyDefRebDiff,yOffxDefRebDiff,xOffyDefRebAvg,yOffxDefRebAvg,xOffyDef3ptRateDiff,yOffxDef3ptRateDiff,xOffyDef3ptRateAvg,yOffxDef3ptRateAvg,xOffyDefFTRateDiff,yOffxDefFTRateDiff,xOffyDefFTRateAvg,yOffxDefFTRateAvg,xOffyDefAstDiff,yOffxDefAstDiff,xOffyDefPoints3,yOffxDefPoints3,xOffyDefPoints2,yOffxDefPoints2,xOffyDefPoints1,yOffxDefPoints1,xOffyDefPoints,yOffxDefPoints,PointDiff
19.603241164832312,9.928060086084358,0.4840321893820229,0.44646464646464656,0.4444444444444444,97.3,99.1,0.44533361047599257,49.8,46.5,20.8,21.8,30.1,32.7,0.393,0.381,0.478,0.459,0.363,0.319,67.6,65.2309,99.0167,100.058,0.4756759711937114,16.0,0.3012672811059908,0.5303225806451612,0.6964285714285714,0.3073886068809927,0.4782608695652174,0.35125446471247684,0.25050505050505056,0.23703703703703705,90.2,105.5,0.12710455206817708,43.5,50.4,22.2,24.9,31.7,38.3,0.366,0.399,0.42,0.491,0.32,0.349,63.9,62.2413,92.4179,106.658,0.2779675030555755,16.0,0.2421171171171171,0.4571428571428571,0.7173252279635258,0.3787450537026569,0.6046213093709885,0,0.0,9.675181078747954,0.13277772466954607,0.195959595959596,0.31822905840781546,0.19770846813813592,65.75,3.6999999999999957,3.6999999999999957,63.73610000000001,2.989600000000003,2.989600000000003,-7.641300000000001,-7.640100000000004,102.83735,96.23795000000001,-8.200000000000003,-8.899999999999991,101.4,94.65,-4.099999999999998,0.3999999999999986,22.85,22.0,-8.199999999999996,-1.0000000000000036,34.2,32.2,-0.07747777259666605,-0.06527148976387559,0.3400061674043239,0.2747528619990549,-0.006000000000000005,-0.015000000000000013,0.396,0.3735,0.07429872872582721,0.021118012422360333,0.36312658678781784,0.2633506182260941,0.3197670118926051,0.2900672894257997,0.2757857142857143,0.2679209726443769,0.9586793129661372,0.8213388802962707,0.1373404326698665
40.35825933379533,23.2329834047702,0.9216982853766,0.9212121212121214,1.0,117.2,88.8,0.9782789440864686,54.1,47.6,18.2,24.9,34.3,33.5,0.404,0.32,0.518,0.471,0.384,0.328,73.7,70.9709,117.443,89.8149,0.9050944232750976,2.0,0.39099645928174,0.5228260869565218,0.6946182728410513,0.2484243697478992,0.4764776839565742,0.6194709261399681,0.5313131313131314,0.5611111111111111,105.5,105.0,0.5161089170650593,53.3,52.0,20.4,22.4,33.8,30.4,0.34,0.35600000000000004,0.522,0.519,0.363,0.348,71.4,68.1091,109.436,106.857,0.5298976082632348,15.0,0.4738193018480493,0.6287356321839079,0.698340874811463,0.34310532030401736,0.5341981132075472,0,-13.0,17.125275929025133,0.3022273592366319,0.38989898989898997,0.4621700270214093,0.37519681501186275,72.55000000000001,2.299999999999997,2.299999999999997,69.53999999999999,2.8618000000000023,2.8618000000000023,10.585999999999999,19.621100000000013,112.15,99.62545,12.200000000000003,16.700000000000003,111.1,97.15,-4.199999999999999,-4.5,20.299999999999997,22.65,3.8999999999999986,0.29999999999999716,32.349999999999994,33.65,0.047891138977722625,0.22539493210015013,0.3670508897928787,0.36112183579797424,0.04799999999999999,0.020000000000000018,0.38,0.33,0.011372026251025402,0.15225794822733374,0.40302187699258074,0.37430278280460033,0.32818411364239236,0.3142592332178357,0.2639549436795995,0.2304524886877828,0.9951609343145725,0.919014504710219,0.07614642960435358
40.35825933379533,36.5206743131667,0.9216982853766,0.9212121212121214,1.0,117.2,88.8,0.9782789440864686,54.1,47.6,18.2,24.9,34.3,33.5,0.404,0.32,0.518,0.471,0.384,0.328,73.7,70.9709,117.443,89.8149,0.9050944232750976,2.0,0.39099645928174,0.5228260869565218,0.6946182728410513,0.2484243697478992,0.4764776839565742,0.7716274583076241,0.8181818181818182,0.975925925925926,113.1,92.2,0.9287050509249636,51.6,47.7,16.3,23.3,34.1,31.4,0.371,0.389,0.506,0.451,0.358,0.354,65.8,63.0942,113.57,93.4302,0.7929293383181153,7.0,0.34966128191766543,0.5855338691159586,0.679324894514768,0.3212016175621028,0.5185694635488308,1,-5.0,3.83758502062863,0.1500708270689759,0.10303030303030314,0.04957389316150507,0.1121650849569823,69.75,7.900000000000006,7.900000000000006,67.03255,7.8767,7.8767,24.0128,23.7551,105.4366,101.69245,25.0,24.299999999999997,104.7,100.94999999999999,-5.100000000000001,-8.599999999999998,20.75,20.6,2.8999999999999986,0.6000000000000014,32.849999999999994,33.8,0.06979484171963718,0.10123691216976624,0.35609903842192137,0.2990428258327823,0.015000000000000013,0.05099999999999999,0.3965,0.34550000000000003,0.0042566234076909515,0.10905618515938442,0.3942016355330669,0.30771506778193297,0.3119700158845791,0.3145456197308914,0.27541614518147683,0.23470675105485236,0.9815877965991229,0.8569674385676767,0.12462035803144622
37.274340828818566,36.5206743131667,0.8659204477313611,0.8222222222222224,0.8481481481481481,115.2,92.3,0.943462897526502,55.0,46.8,20.3,20.0,36.5,29.5,0.417,0.315,0.528,0.446,0.392,0.335,65.8,62.8978,116.413,94.068,0.8259610084597503,3.0,0.3718021603183627,0.6107142857142858,0.7503410641200545,0.3775794757389849,0.6041379310344828,0.7716274583076241,0.8181818181818182,0.975925925925926,113.1,92.2,0.9287050509249636,51.6,47.7,16.3,23.3,34.1,31.4,0.371,0.389,0.506,0.451,0.358,0.354,65.8,63.0942,113.57,93.4302,0.7929293383181153,7.0,0.34966128191766543,0.5855338691159586,0.679324894514768,0.3212016175621028,0.5185694635488308,0,-4.0,0.7536665156518652,0.09429298942373698,0.0040404040404041774,0.014757846601538449,0.033031670141634994,65.8,0.0,0.0,62.995999999999995,0.19640000000000413,-0.19640000000000413,22.982799999999997,19.501999999999995,104.9216,103.81899999999999,23.0,20.799999999999997,103.7,102.69999999999999,-3.0,-3.6999999999999993,21.8,18.15,5.100000000000001,4.600000000000001,33.95,31.8,0.050600542756259914,-0.027918193821319492,0.34650188894023276,0.3636203788283252,0.02799999999999997,0.055999999999999994,0.403,0.34299999999999997,0.09214482216545494,0.01860406191852415,0.38773561372412046,0.3779833837920441,0.31988732536375614,0.3110651008644492,0.302387448840382,0.2330084388185654,1.0100103879282587,0.9220569234750587,0.08795346445319996
42.31242145153667,25.040472366184144,0.9382978908307188,1.0,0.9611111111111112,121.0,85.6,1.0,56.3,44.8,18.7,22.9,38.0,29.0,0.375,0.308,0.5479999999999999,0.409,0.399,0.34,69.5,66.8546,121.433,87.4681,1.0,1.0,0.29179646936656284,0.6275720164609053,0.7077562326869806,0.38090070537167664,0.5354107648725213,0.599374288470396,0.5737373737373739,0.5462962962962963,105.3,101.8,0.5981085013510705,54.7,50.0,20.7,21.5,34.0,31.3,0.382,0.353,0.512,0.494,0.399,0.342,68.2,65.7791,108.411,102.574,0.5786893078821865,16.0,0.4115853658536585,0.6137841352405722,0.6709886547811994,0.3329230769230769,0.5482093663911846,0,-15.0,17.271949085352528,0.3389236023603228,0.4262626262626261,0.4018914986489295,0.42131069211781347,68.85,1.2999999999999972,1.2999999999999972,66.31685,1.0755000000000052,1.0755000000000052,18.85900000000001,20.942899999999995,112.0035,97.93955,19.200000000000003,19.700000000000003,111.4,95.44999999999999,-2.8000000000000007,-2.1999999999999993,20.1,21.799999999999997,6.699999999999999,5.0,34.65,31.5,-0.04112660755651404,0.030684660481981874,0.3123597731448199,0.3962430356126676,0.02200000000000002,0.07400000000000001,0.364,0.345,0.07936265006972076,0.07837337036805092,0.34718788785046734,0.4392354049766421,0.3582605581915488,0.31665832446681047,0.25762326869806096,0.23149108589951378,0.9630717147400771,0.9873848153429663,-0.02431310060288916
42.31242145153667,32.23570201737112,0.9382978908307188,1.0,0.9611111111111112,121.0,85.6,1.0,56.3,44.8,18.7,22.9,38.0,29.0,0.375,0.308,0.5479999999999999,0.409,0.399,0.34,69.5,66.8546,121.433,87.4681,1.0,1.0,0.29179646936656284,0.6275720164609053,0.7077562326869806,0.38090070537167664,0.5354107648725213,0.7688161016433618,0.6888888888888891,0.6722222222222223,108.2,93.9,0.8502390355435462,48.8,46.1,15.8,21.6,29.4,32.4,0.327,0.324,0.477,0.467,0.335,0.299,66.1,63.0988,110.183,96.5636,0.6952602631389747,8.0,0.3958333333333333,0.6070496083550914,0.7453625632377741,0.3725490196078432,0.546875,0,-7.0,10.076719434165554,0.169481789187357,0.3111111111111109,0.14976096445645382,0.3047397368610253,67.8,3.4000000000000057,3.4000000000000057,64.9767,3.755800000000008,3.755800000000008,24.869400000000013,22.7149,108.9983,98.82555,27.099999999999994,22.60000000000001,107.45,96.9,-2.900000000000002,-7.099999999999998,20.15,19.35,5.600000000000001,0.3999999999999986,35.2,29.2,-0.08075255024128036,0.014932627961656675,0.332172744487203,0.38836701935250495,0.05099999999999999,0.019000000000000017,0.34950000000000003,0.3175,0.08069701646090532,0.0716388434825701,0.34778486347810156,0.39322160709441123,0.3389223321727444,0.295847474192169,0.24736080332409977,0.23665261382799327,0.9340679989749457,0.9257216951145735,0.008346303860372273
42.31242145153667,31.214883012149194,0.9382978908307188,1.0,0.9611111111111112,121.0,85.6,1.0,56.3,44.8,18.7,22.9,38.0,29.0,0.375,0.308,0.5479999999999999,0.409,0.399,0.34,69.5,66.8546,121.433,87.4681,1.0,1.0,0.29179646936656284,0.6275720164609053,0.7077562326869806,0.38090070537167664,0.5354107648725213,0.7189755711790317,0.6707070707070708,0.6703703703703704,107.7,95.0,0.8208272708376638,49.0,51.3,20.4,23.9,36.9,31.4,0.384,0.459,0.477,0.484,0.342,0.37,69.4,67.2121,108.903,95.9216,0.6857011048002493,12.0,0.3559870550161812,0.5509433962264151,0.7233146067415731,0.4048338368580061,0.5820689655172414,0,-11.0,11.097538439387478,0.21932231965168714,0.3292929292929292,0.17917272916233618,0.31429889519975074,69.45,0.09999999999999432,0.09999999999999432,67.03335000000001,0.3575000000000017,-0.3575000000000017,25.51140000000001,21.4349,108.6773,98.18555,26.0,22.10000000000001,108.0,96.65,-5.199999999999999,-2.5,21.299999999999997,21.65,6.600000000000001,7.899999999999999,34.7,32.95,-0.11303736749144327,-0.02491365035549542,0.34831515311228445,0.36844388019392893,-0.08400000000000002,0.07600000000000001,0.41700000000000004,0.346,0.045503050943663914,0.015532631353893822,0.4017815291150201,0.37691808943838934,0.33626938099406123,0.28869638717125795,0.2951343490304709,0.2502668539325843,1.033185259139552,0.9158813305422316,0.11730392859732042
36.75198921015663,31.214883012149194,0.8182907646716318,0.8161616161616163,0.7851851851851852,113.6,90.5,0.9478278944086468,52.0,47.8,20.4,24.6,40.2,36.7,0.304,0.331,0.496,0.491,0.38,0.298,69.6,67.3837,114.102,91.7372,0.8262605746878521,5.0,0.3271844660194175,0.5360169491525424,0.6230031948881789,0.28563772775991425,0.4883148831488315,0.7189755711790317,0.6707070707070708,0.6703703703703704,107.7,95.0,0.8208272708376638,49.0,51.3,20.4,23.9,36.9,31.4,0.384,0.459,0.477,0.484,0.342,0.37,69.4,67.2121,108.903,95.9216,0.6857011048002493,12.0,0.3559870550161812,0.5509433962264151,0.7233146067415731,0.4048338368580061,0.5820689655172414,1,-7.0,5.537106198007436,0.0993151934926001,0.1454545454545455,0.12700062357098296,0.14055946988760282,69.5,0.19999999999998863,0.19999999999998863,67.2979,0.17159999999999798,0.17159999999999798,18.180400000000006,17.165800000000004,105.0118,100.3201,18.599999999999994,17.200000000000003,104.3,99.1,-3.5,-4.200000000000003,22.15,22.5,8.800000000000004,0.19999999999999574,35.8,36.8,-0.07764937083858864,0.07034932725626697,0.3660091514387118,0.32081239138804774,-0.15500000000000003,0.05299999999999999,0.3815,0.35750000000000004,0.04605201636469902,0.0626285130775836,0.4117602953685508,0.3079798957325258,0.3106555157950312,0.3068515707036635,0.23767571884984026,0.2585849719101124,0.9600915300134223,0.8734164383463018,0.08667509166712051
42.31242145153667,35.145146139501044,0.9382978908307188,1.0,0.9611111111111112,121.0,85.6,1.0,56.3,44.8,18.7,22.9,38.0,29.0,0.375,0.308,0.5479999999999999,0.409,0.399,0.34,69.5,66.8546,121.433,87.4681,1.0,1.0,0.29179646936656284,0.6275720164609053,0.7077562326869806,0.38090070537167664,0.5354107648725213,0.7442117338292675,0.7939393939393941,0.7462962962962962,110.8,92.0,0.9097900644356685,54.4,48.4,17.7,24.1,32.6,27.6,0.254,0.377,0.546,0.464,0.361,0.345,69.0,66.0806,114.056,93.5027,0.7991183765906966,10.0,0.4004248539564525,0.5855855855855856,0.7286012526096033,0.37245213094502777,0.5198821796759941,0,-9.0,7.167275312035628,0.19408615700145126,0.20606060606060594,0.09020993556433154,0.20088162340930338,69.25,0.5,0.5,66.4676,0.7740000000000009,0.7740000000000009,27.930300000000003,26.58789999999999,107.46785,100.76205,29.0,25.200000000000003,106.5,98.19999999999999,-5.400000000000002,-5.199999999999999,21.4,20.299999999999997,10.399999999999999,3.6000000000000014,32.8,30.8,-0.08065566157846493,0.019524148584775858,0.3321243001557953,0.3906627796640646,-0.0020000000000000018,-0.05399999999999999,0.376,0.281,0.10768983678491117,0.05017482071306434,0.37065071897386753,0.4107819128167639,0.33794510412116757,0.31891064667560776,0.2661163434903047,0.20473695198329855,0.9747121665853398,0.9344295114756702,0.04028265510966955
39.2521888608509,35.145146139501044,0.908277642110386,0.8666666666666667,0.8777777777777778,112.2,84.9,0.9784868010808564,50.6,43.1,19.4,22.2,36.2,28.5,0.393,0.254,0.4920000000000001,0.413,0.359,0.311,63.5,60.8809,113.619,86.2081,0.9018321470510698,3.0,0.3108657757117955,0.5445161290322581,0.7090103397341211,0.32769679300291543,0.5084485407066052,0.7442117338292675,0.7939393939393941,0.7462962962962962,110.8,92.0,0.9097900644356685,54.4,48.4,17.7,24.1,32.6,27.6,0.254,0.377,0.546,0.464,0.361,0.345,69.0,66.0806,114.056,93.5027,0.7991183765906966,10.0,0.4004248539564525,0.5855855855855856,0.7286012526096033,0.37245213094502777,0.5198821796759941,1,-7.0,4.107042721349856,0.16406590828111844,0.07272727272727264,0.06869673664518794,0.10271377046037322,66.25,5.5,-5.5,63.48075,5.199700000000007,-5.199700000000007,20.116299999999995,27.847899999999996,103.56085,100.13204999999999,20.200000000000003,25.89999999999999,102.1,97.85,-4.700000000000003,-4.5,21.75,19.95,8.600000000000001,4.100000000000001,31.900000000000002,30.55,-0.06158635523323225,0.07272806095353707,0.3416589533284117,0.36406082347968394,0.016000000000000014,0.0,0.385,0.254,0.02463394935626395,0.07713704487898043,0.36079185471480274,0.36697331006752143,0.3146870203090193,0.3156745318790266,0.27296898079763665,0.18506471816283923,0.9484478558214586,0.8677125601093872,0.08073529571207139
